id,block,sub,sub_addr,str_off,page,speaker,japanese,korean,note
09-00-6895-01,9,0,6E0A14,6895,1,男の子,"男の子
「え～」{W}",,
09-00-6895-02,9,0,6E0A14,6895,2,男の子,"男の子
「つまんな～い」{W}",,
09-00-6895-03,9,0,6E0A14,6895,3,アーチェ,"{N3}
「ゴメンね」{W}",,
09-00-68EF-00,9,0,6E0A14,68EF,0,男の子,"男の子
「{N3}さんだ！」{W}",,
09-00-690B-00,9,0,6E0A14,690B,0,男の子,"男の子
「つまんなーい！」{W}",,
09-00-690B-01,9,0,6E0A14,690B,1,男の子,"男の子
「でたらめじゃーん！」{W}",,
09-00-690B-02,9,0,6E0A14,690B,2,男の子,"男の子
「行こーぜ！」{W}",,
09-00-690B-03,9,0,6E0A14,690B,3,男の子,"男の子
「うん」{W}",,
09-00-6973-00,9,0,6E0A14,6973,0,男の子,"男の子
「うわーい！
　どきどきー！！」{W}",,
09-00-6973-01,9,0,6E0A14,6973,1,男の子,"男の子
「すごーい！
　どきどきー！！」{W}",,
09-00-69C9-00,9,0,6E0A14,69C9,0,男の子,"男の子
「もっとおはなしして！
　{N3}さん！」{W}",,
09-00-69C9-01,9,0,6E0A14,69C9,1,男の子,"男の子
「もっとおはなしして！
　{N3}さん！」{W}",,
09-00-69C9-02,9,0,6E0A14,69C9,2,アーチェ,"{N3}
「ふふふ、また今度ね▽」{W}",,
09-00-6A4B-00,9,0,6E0A14,6A4B,0,男の子,"男の子
「わー、{N3}さんだー！」{W}",,
09-00-6A4B-01,9,0,6E0A14,6A4B,1,男の子,"男の子
「おはなし聞かせてー！」{W}",,
09-00-6A91-00,9,0,6E0A14,6A91,0,アーチェ,"{N3}
「あ・・・、夢・・・」{W}",,
09-00-6A91-01,9,0,6E0A14,6A91,1,アーチェ,"{N3}
「・・・」{W}",,
09-00-6A91-02,9,0,6E0A14,6A91,2,アーチェ,"{N3}
「覚めちゃった・・・」{W}",,
09-00-6AE1-00,9,0,6E0A14,6AE1,0,アーチェ,"{N3}
「・・・ふふ」{W}",,
09-00-6AE1-01,9,0,6E0A14,6AE1,1,アーチェ,"{N3}
「懐かしい夢、見ちゃったな」{W}",,
09-00-6B1D-00,9,0,6E0A14,6B1D,0,すず,"{N6}
「おはようございます」{W}",,
09-00-6B1D-01,9,0,6E0A14,6B1D,1,アーチェ,"{N3}
「あ、{N6}ちゃん・・・」{W}",,
09-00-6B5D-00,9,0,6E0A14,6B5D,0,すず,"{N6}
「・・・どうかしましたか？」{W}",,
09-00-6B83-00,9,0,6E0A14,6B83,0,アーチェ,"{N3}
「ちょっとね、
　いい夢見ちゃった・・・▽」{W}",,
09-00-6BB9-00,9,0,6E0A14,6BB9,0,アーチェ,"{N3}
「・・・なんでもない・・・」{W}",,
09-00-6BDF-00,9,0,6E0A14,6BDF,0,すず,"{N6}
「・・・そうですか」{W}",,
09-00-6BFD-00,9,0,6E0A14,6BFD,0,アーチェ,"{N3}
「・・・」{W}",,
09-00-6BFD-01,9,0,6E0A14,6BFD,1,アーチェ,"{N3}
「安心してね・・・」{W}",,
09-00-6BFD-02,9,0,6E0A14,6BFD,2,アーチェ,"{N3}
「立派な村になったよ・・・」{W}",,
09-00-6C51-00,9,0,6E0A14,6C51,0,アーチェ,"{N3}
「無事、任務完了だね♪」{W}",,
09-00-6C51-01,9,0,6E0A14,6C51,1,すず,"{N6}
「はい」{W}",,
09-00-6C51-02,9,0,6E0A14,6C51,2,アーチェ,"{N3}
「さて、{N6}ちゃん」{W}",,
09-00-6C51-03,9,0,6E0A14,6C51,3,アーチェ,"{N3}
「次も頑張らないと！」{W}",,
09-00-6C51-04,9,0,6E0A14,6C51,4,すず,"{N6}
「はい、頑張りましょう」{W}",,
09-00-6CDD-00,9,0,6E0A14,6CDD,0,占い師,"占い師
「お疲れ様。{N3}」{W}",,
09-00-6CDD-01,9,0,6E0A14,6CDD,1,アーチェ,"{N3}
「そ、それであたしどうなるの？」{W}",,
09-00-6CDD-02,9,0,6E0A14,6CDD,2,占い師,"占い師
「ふふ・・・、まぁ落ち着いて」{W}",,
09-00-6D4B-00,9,0,6E0A14,6D4B,0,占い師,"占い師
「ほら、ちょうどお客さんもきたよう
　よ・・・」{W}",,
09-00-6D87-00,9,0,6E0A14,6D87,0,占い師,"占い師
「これで全員みたいね・・・」{W}",,
09-00-6DAF-00,9,0,6E0A14,6DAF,0,男の子,"男の子
「おねーちゃん、おもしろいお話あり
　がとう！！」{W}",,
09-00-6DAF-01,9,0,6E0A14,6DAF,1,男の子,"男の子
「また今度お話してね～」{W}",,
09-00-6E0F-00,9,0,6E0A14,6E0F,0,女の人,"女の人
「あなたのおかげでなんとか今年も冬
　が越せるわ」{W}",,
09-00-6E0F-01,9,0,6E0A14,6E0F,1,女の人,"女の人
「ありがとう！！」{W}",,
09-00-6E69-00,9,0,6E0A14,6E69,0,オリーブヴィレッジの少年,"オリーブヴィレッジの少年
「おねえちゃんありがとう！！」{W}",,
09-00-6E69-01,9,0,6E0A14,6E69,1,オリーブヴィレッジの少年,"オリーブヴィレッジの少年
「もう熱射病なんてへっちゃらさ！」{W}",,
09-00-6EE3-00,9,0,6E0A14,6EE3,0,老忍者,"老忍者
「おお、{N3}さん、
　温泉が直ったよ」{W}",,
09-00-6EE3-01,9,0,6E0A14,6EE3,1,老忍者,"老忍者
「お前さんが石材を取ってきてくれた
　おかげじゃ」{W}",,
09-00-6F51-00,9,0,6E0A14,6F51,0,エミリ,"エミリ
「わざわざ薬をとってきてくれて、あ
　りがとうね」{W}",,
09-00-6F51-01,9,0,6E0A14,6F51,1,エミリ,"エミリ
「感謝してるわ▽」{W}",,
09-00-6FAB-00,9,0,6E0A14,6FAB,0,チェルシー,"チェルシー
「サクラバさんったら
　もうすごいの！！」{W}",,
09-00-6FAB-01,9,0,6E0A14,6FAB,1,チェルシー,"チェルシー
「どうやったらあんな音色が出せるの
　かしら」{W}",,
09-00-6FAB-02,9,0,6E0A14,6FAB,2,チェルシー,"チェルシー
「とにかくありがとうね！！」{W}",,
09-00-704B-00,9,0,6E0A14,704B,0,アーリィの青年,"アーリィの青年
「{N3}さん！！」{W}",,
09-00-704B-01,9,0,6E0A14,704B,1,アーリィの青年,"アーリィの青年
「おかげでずっと夜なのが楽しくなり
　ましたよ！！」{W}",,
09-00-70B5-00,9,0,6E0A14,70B5,0,？？？,"？？？
「みんなもどってきた～～」{W}",,
09-00-70B5-01,9,0,6E0A14,70B5,1,？？？,"？？？
「ありがと～～！！」{W}",,
09-00-70F9-00,9,0,6E0A14,70F9,0,占い師,"占い師
「それであなたは何人の人から感謝さ
　れたのかしら？」{W}",,
09-00-713B-00,9,0,6E0A14,713B,0,アーチェ,"{N3}
「・・・人」{W}",,
09-00-713B-01,9,0,6E0A14,713B,1,占い師,"占い師
「えっ？」{W}",,
09-00-713B-02,9,0,6E0A14,713B,2,占い師,"占い師
「ごめんなさい。よくききとれなかっ
　たわ」{W}",,
09-00-713B-03,9,0,6E0A14,713B,3,すず,"{N6}
「{VAR:E50480}人です」{W}",,
09-00-713B-04,9,0,6E0A14,713B,4,占い師,"占い師
「な、なんてこと・・・・・・」{W}",,
09-00-71DA-00,9,0,6E0A14,71DA,0,アーチェ,"{N3}
「えっと、{VAR:E50480}人かな？」{W}",,
09-00-71DA-01,9,0,6E0A14,71DA,1,占い師,"占い師
「う～ん、まぁ普通くらいかしらね」{W}",,
09-00-7229-00,9,0,6E0A14,7229,0,アーチェ,"{N3}
「{VAR:E50480}人よ。すごいでしょ！！」{W}",,
09-00-7229-01,9,0,6E0A14,7229,1,占い師,"占い師
「まぁ！！頑張ったのね」{W}",,
09-00-7229-02,9,0,6E0A14,7229,2,アーチェ,"{N3}
「えへへ・・・」{W}",,
09-00-728C-00,9,0,6E0A14,728C,0,占い師,"占い師
「もう何が起こるか誰にもわかりませ
　ん・・・」{W}",,
09-00-72C8-00,9,0,6E0A14,72C8,0,アーチェ,"{N3}
「そんな脅かさないでよ」{W}",,
09-00-72C8-01,9,0,6E0A14,72C8,1,占い師,"占い師
「脅しではありません・・・」{W}",,
09-00-7310-00,9,0,6E0A14,7310,0,占い師,"占い師
「な、何か強い力が近づいてきます」{W}",,
09-00-7310-01,9,0,6E0A14,7310,1,アーチェ,"{N3}
「え・・・？」{W}",,
09-00-7354-00,9,0,6E0A14,7354,0,すず,"{N6}
「な、何事でしょうか？」{W}",,
09-00-7354-01,9,0,6E0A14,7354,1,アーチェ,"{N3}
「まさか・・・・・・」{W}",,
09-00-7394-00,9,0,6E0A14,7394,0,占い師,"占い師
「もう潮時か・・・」{W}",,
09-00-7394-01,9,0,6E0A14,7394,1,アーチェ,"{N3}
「え・・・？」{W}",,
09-00-73CA-00,9,0,6E0A14,73CA,0,アーチェ,"{N3}
「な、なんで～！？」{W}",,
09-00-73CA-01,9,0,6E0A14,73CA,1,オリジン,"オリジン
「{N4}に頼まれておったのだ」{W}",,
09-00-73CA-02,9,0,6E0A14,73CA,2,オリジン,"オリジン
「お前があまりにぐ～たらしているよ
　うならば・・・」{W}",,
09-00-73CA-03,9,0,6E0A14,73CA,3,オリジン,"オリジン
「ちょっとおきゅうを据えてやれと
　な・・・」{W}",,
09-00-73CA-04,9,0,6E0A14,73CA,4,アーチェ,"{N3}
「えぇっ！？大きなお世話よ！！」{W}",,
09-00-73CA-05,9,0,6E0A14,73CA,5,オリジン,"オリジン
「最後のチャンスをやったのにお前と
　きたら・・・」{W}",,
09-00-73CA-06,9,0,6E0A14,73CA,6,アーチェ,"{N3}
「あ、あれは・・・、その・・・」{W}",,
09-00-73CA-07,9,0,6E0A14,73CA,7,オリジン,"オリジン
「問答無用！！」{W}",,
09-00-73CA-08,9,0,6E0A14,73CA,8,アーチェ,"{N3}
「きゃ～～～～～！？」{W}",,
09-00-7556-00,9,0,6E0A14,7556,0,アーチェ,"{N3}
「え・・・、やっぱり恐ろしい運命に
　なっちゃうの？」{W}",,
09-00-7556-01,9,0,6E0A14,7556,1,占い師,"占い師
「そのはずです。それももうすぐに」{W}",,
09-00-7556-02,9,0,6E0A14,7556,2,アーチェ,"{N3}
「いや～～！！」{W}",,
09-00-75DA-00,9,0,6E0A14,75DA,0,アーチェ,"{N3}
「ちょっと～」{W}",,
09-00-75DA-01,9,0,6E0A14,75DA,1,アーチェ,"{N3}
「何も起こんないじゃないのよ」{W}",,
09-00-7618-00,9,0,6E0A14,7618,0,占い師,"占い師
「あれ？？おかしいですね・・・」{W}",,
09-00-7618-01,9,0,6E0A14,7618,1,アーチェ,"{N3}
「な～んだ。インチキだったのね？」{W}",,
09-00-7618-02,9,0,6E0A14,7618,2,占い師,"占い師
「そ、そんなはずは・・・」{W}",,
09-00-7618-03,9,0,6E0A14,7618,3,アーチェ,"{N3}
「心配して損したっ！！」{W}",,
09-00-76B2-00,9,0,6E0A14,76B2,0,エミリ,"エミリ
「あのね、せっかくとってきてくれた
　薬なんだけど・・・」{W}",,
09-00-76B2-01,9,0,6E0A14,76B2,1,エミリ,"エミリ
「私やっぱり先輩は実力で落とそうと
　思うの」{W}",,
09-00-76B2-02,9,0,6E0A14,76B2,2,エミリ,"エミリ
「だからこの薬はあなたに返すわね」{W}",,
09-00-775C-00,9,0,6E0A14,775C,0,エミリ,"エミリ
「じゃあね▽」{W}",,
09-00-7776-00,9,0,6E0A14,7776,0,アーチェ,"{N3}
「うふふ・・・」{W}",,
09-00-7776-01,9,0,6E0A14,7776,1,アーチェ,"{N3}
「誰に使おうかしら？」{W}",,
09-00-77AE-00,9,0,6E0A14,77AE,0,すず,"{N6}
「{N3}さん・・・」{W}",,
09-00-77CA-00,9,0,6E0A14,77CA,0,アーチェ,"{N3}
「やあねぇ、冗談よ▽」{W}",,
09-00-77CA-01,9,0,6E0A14,77CA,1,アーチェ,"{N3}
「じゃあ行こっか」{W}",,
09-00-77CA-02,9,0,6E0A14,77CA,2,すず,"{N6}
「はい」{W}",,
09-00-7814-00,9,0,6E0A14,7814,0,アーチェ,"{N3}
「じゃあね、いんちき占い師さん」{W}",,
09-00-7814-01,9,0,6E0A14,7814,1,いんちき占い師さん,"いんちき占い師さん
「ブツブツ、こんなはずは・・・」{W}",,
09-00-7874-00,9,0,6E0A14,7874,0,アーチェ,"{N3}
「あ・・・」{W}",,
09-00-788A-00,9,0,6E0A14,788A,0,アーチェ,"{N3}
「{N6}ちゃん大丈夫？」{W}",,
09-00-788A-01,9,0,6E0A14,788A,1,アーチェ,"{N3}
「なんともない？」{W}",,
09-00-78C4-00,9,0,6E0A14,78C4,0,アーチェ,"{N3}
「げ・・・」{W}",,
09-00-78C4-01,9,0,6E0A14,78C4,1,すず,"{N6}
「じつは{N3}さん・・・」{W}",,
09-00-78C4-02,9,0,6E0A14,78C4,2,すず,"{N6}
「私、前からずっと
　あなたのことが・・・」{W}",,
09-00-792E-00,9,0,6E0A14,792E,0,アーチェ,"{N3}
「お、落ち着いて{N6}ちゃん」{W}",,
09-00-7954-00,9,0,6E0A14,7954,0,すず,"{N6}
「{N3}さん・・・・・・・」{W}",,
09-00-7954-01,9,0,6E0A14,7954,1,アーチェ,"{N3}
（う・・・）{W}",,
09-00-7954-02,9,0,6E0A14,7954,2,アーチェ,"{N3}
（今は何を言ってもダメそう・・・）{W}",,
09-00-79B6-00,9,0,6E0A14,79B6,0,すず,"{N6}
「逃がさないっ！！」{W}",,
09-00-79D4-00,9,0,6E0A14,79D4,0,占い師,"占い師
「ふ・・・、やっぱり私の占いは正し
　かったようね・・・」{W}",,
09-00-7A1A-00,9,0,6E0A14,7A1A,0,アーチェ,"{N3}
「大丈夫かなぁ・・・」{W}",,
09-00-7A1A-01,9,0,6E0A14,7A1A,1,占い師,"占い師
「私の計算によるとこれではちょっと
　足りなかったような・・・」{W}",,
09-00-7A1A-02,9,0,6E0A14,7A1A,2,すず,"{N6}
「え・・・」{W}",,
09-00-7A98-00,9,0,6E0A14,7A98,0,すず,"{N6}
「ほ、ほうきがいきなり・・・・」{W}",,
09-00-7AC2-00,9,0,6E0A14,7AC2,0,すず,"{N6}
「ま、まぁこのくらいですんでよかっ　たですね・・・」{W}",,
09-00-7B00-00,9,0,6E0A14,7B00,0,すず,"{N6}
「あ・・・」{W}",,
09-00-7B16-00,9,0,6E0A14,7B16,0,,少年達におっかけられるエンディング{W},,
09-00-7B3C-00,9,0,6E0A14,7B3C,0,アーチェ,"{N3}
「こんだけたくさんの人に感謝されれ
　ば文句ないでしょ？」{W}",,
09-00-7B80-00,9,0,6E0A14,7B80,0,すず,"{N6}
「そうですね・・・」{W}",,
09-00-7B80-01,9,0,6E0A14,7B80,1,すず,"{N6}
「もう既に運命はいい方に流れている
　ようですよ」{W}",,
09-00-7BD8-00,9,0,6E0A14,7BD8,0,アーチェ,"{N3}
「え！？なになに！？」{W}",,
09-00-7BD8-01,9,0,6E0A14,7BD8,1,アーチェ,"{N3}
「何が起こったの？」{W}",,
09-00-7BD8-02,9,0,6E0A14,7BD8,2,すず,"{N6}
「ほら、周りを見渡してください」{W}",,
09-00-7BD8-03,9,0,6E0A14,7BD8,3,アーチェ,"{N3}
「えっ？えっ？」{W}",,
09-00-7C54-00,9,0,6E0A14,7C54,0,アーチェ,"{N3}
「も、もしかして・・・？」{W}",,
09-00-7C54-01,9,0,6E0A14,7C54,1,すず,"{N6}
「そうです。このみんなの感謝の気持　ちが幸福じゃないですか」{W}",,
09-00-7C54-02,9,0,6E0A14,7C54,2,アーチェ,"{N3}
「え～～～～、そんなのヤダ！！」{W}",,
09-00-7C54-03,9,0,6E0A14,7C54,3,アーチェ,"{N3}
「もっとなにかないの～～～！？」{W}",,
09-00-7D0C-00,9,0,6E0A14,7D0C,0,オリーブヴィレッジの少年,"オリーブヴィレッジの少年
「おねえちゃん達ありがとうね」{W}",,
09-00-7D0C-01,9,0,6E0A14,7D0C,1,少年,"少年
「後でお父さん達に聞いたんだけど・
　・・」{W}",,
09-00-7D0C-02,9,0,6E0A14,7D0C,2,少年,"少年
「ぼくの為にわざわざ危険なところま
　で行ってくれたんだってね」{W}",,
09-00-7D0C-03,9,0,6E0A14,7D0C,3,少年,"少年
「本当にありがとう！！」{W}",,
09-00-7DE4-00,9,0,6E0A14,7DE4,0,男の子,"男の子
「{N3}さん！！」{W}",,
09-00-7DE4-01,9,0,6E0A14,7DE4,1,男の子,"男の子
「あの話本当におもしろかったよ！」
　明日友達に自慢するんだ！！」{W}",,
09-00-7DE4-02,9,0,6E0A14,7DE4,2,男の子,"男の子
「うわぁ、楽しみだなぁ・・・」{W}",,
09-00-7E74-00,9,0,6E0A14,7E74,0,？？？,"？？？
「みんなもどってきた～」{W}",,
09-00-7E74-01,9,0,6E0A14,7E74,1,？？？,"？？？
「みんなかんしゃしてたよ～～」{W}",,
09-00-7EC0-00,9,0,6E0A14,7EC0,0,すず,"{N6}
「ほら、{N3}さん・・・」{W}",,
09-00-7EE2-00,9,0,6E0A14,7EE2,0,アーチェ,"{N3}
「ま、いいか▽」{W}",,
09-00-7EFC-00,9,0,6E0A14,7EFC,0,占い師,"占い師
「これだけの人からの感謝の気持ちは
　何らかの形になって現れます」{W}",,
09-00-7EFC-01,9,0,6E0A14,7EFC,1,占い師,"占い師
「ほら・・・噂をすれば・・・」{W}",,
09-00-7F72-00,9,0,6E0A14,7F72,0,国立アカデミー研究員,"国立アカデミー研究員
「あ、{N3}さん！！」{W}",,
09-00-7F72-01,9,0,6E0A14,7F72,1,研究員,"研究員
「この前から修理にとりかかっていた
　古代都市トールの時空転送装置が」{W}",,
09-00-7F72-02,9,0,6E0A14,7F72,2,研究員,"研究員
「とうとう動くようになりましたよ」{W}",,
09-00-801C-00,9,0,6E0A14,801C,0,すず,"{N6}
「{N3}さん！！」{W}",,
09-00-801C-01,9,0,6E0A14,801C,1,アーチェ,"{N3}
「ふふ・・・。すごいプレゼントもら
　っちゃったわね」{W}",,
09-00-801C-02,9,0,6E0A14,801C,2,アーチェ,"{N3}
「ずいぶん久しぶりに顔でも見にいこ
　うかしらね？」{W}",,
09-00-801C-03,9,0,6E0A14,801C,3,アーチェ,"{N3}
「{N6}ちゃん？」{W}",,
09-00-801C-04,9,0,6E0A14,801C,4,すず,"{N6}
「・・・・・・はい！！」{W}",,
09-00-80E8-00,9,0,6E0A14,80E8,0,,"{SPD:0}そしてそれ以降{N3}らの姿を
見る者はなかった・・・{SPD:FFFF}",,
09-00-8124-00,9,0,6E0A14,8124,0,,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　おわり　　　　　　　　　　　　　　　　　　　,,
09-00-818C-00,9,0,6E0A14,818C,0,,ＭＩＳＳＩＯＮ　ＣＯＭＰＬＥＴＥ！,,
10-00-0000-00,10,0,6ED5D8,0000,0,クラース,"{N4}
「よし、精霊を召喚しよう」{W}",,
10-00-0024-00,10,0,6ED5D8,0024,0,クレス,"{N1}
「ここは・・・？」{W}",,
10-00-0024-01,10,0,6ED5D8,0024,1,クラース,"{N4}
「もしかして、ここで精霊を召喚する
　のか？」{W}",,
10-00-0024-02,10,0,6ED5D8,0024,2,ミント,"{N2}
「きっとそうですよ！」{W}",,
10-00-0024-03,10,0,6ED5D8,0024,3,ミント,"{N2}
「部屋も四つあります」{W}",,
10-00-0024-04,10,0,6ED5D8,0024,4,クラース,"{N4}
「よし・・・、君たちはここで待って
　てくれ」{W}",,
10-00-00E8-00,10,0,6ED5D8,00E8,0,,モーリア坑道地下{VAR:E0A080}階,,
10-00-0101-00,10,0,6ED5D8,0101,0,,"　　　　～モーリア坑道跡～
　アルヴァニスタ王の許可無き者
　入るべからず{W}",,
10-00-014F-00,10,0,6ED5D8,014F,0,,"{COL:3}レバーがあります。
切り替えますか？{COL:2}",,
10-00-017D-00,10,0,6ED5D8,017D,0,アーチェ,"{N3}
「さびついてて動かない・・・」{W}",,
10-00-01A5-00,10,0,6ED5D8,01A5,0,,"『右通路、地下３階への階段あり』
と書かれている。{W}",,
10-00-01DB-00,10,0,6ED5D8,01DB,0,クレス,"{N1}
「あれ？」{W}",,
10-00-01DB-01,10,0,6ED5D8,01DB,1,クレス,"{N1}
「このたいまつ、レバーみたいだ」{W}",,
10-00-01DB-02,10,0,6ED5D8,01DB,2,,{COL:3}たいまつを動かしますか？{COL:2},,
10-00-0237-00,10,0,6ED5D8,0237,0,クレス,"{N1}
「ここだけ、火が灯ってない・・・」{W}",,
10-00-0263-00,10,0,6ED5D8,0263,0,,"『上上下下左右左右』
と書かれている。{W}",,
10-00-028D-00,10,0,6ED5D8,028D,0,クレス,"{N1}
「ここのたいまつだけ火が灯ってない
　・・・」{W}",,
10-00-028D-01,10,0,6ED5D8,028D,1,クレス,"{N1}
「上の階のスイッチだったたいまつと
　は違うみたいだ」{W}",,
10-00-0303-00,10,0,6ED5D8,0303,0,,"『欲すれば遠ざかれ』
と書かれている。{W}",,
10-00-032D-00,10,0,6ED5D8,032D,0,クレス,"{N1}
「素手でこの壁を崩すのは無理だな」{W}",,
10-00-0359-00,10,0,6ED5D8,0359,0,,{COL:3}スイッチがあります。押しますか？{COL:2},,
10-00-0383-00,10,0,6ED5D8,0383,0,,"『行き止まり』
と書かれている。{W}",,
10-00-03A7-00,10,0,6ED5D8,03A7,0,,"『水を司る精霊ウンディーネ
　北海の孤島にたたずむ』
と書かれている。{W}",,
10-00-03F1-00,10,0,6ED5D8,03F1,0,クラース,"{N4}
「ウンディーネは、もう契約している
　な」{W}",,
10-00-0425-00,10,0,6ED5D8,0425,0,クラース,"{N4}
「北海の孤島と言えばベネツィアの北
　にある無人島のことだな」{W}",,
10-00-0425-01,10,0,6ED5D8,0425,1,クラース,"{N4}
「船長に頼んで、連れていってもらお
　う」{W}",,
10-00-049F-00,10,0,6ED5D8,049F,0,,"『炎を司る精霊イフリート
　熱砂の洞窟にさまよう』
と書かれている。{W}",,
10-00-04E7-00,10,0,6ED5D8,04E7,0,クラース,"{N4}
「イフリートはもう契約しているな」{W}",,
10-00-0513-00,10,0,6ED5D8,0513,0,クラース,"{N4}
「熱砂？」{W}",,
10-00-0513-01,10,0,6ED5D8,0513,1,クラース,"{N4}
「砂漠といえばフレイランドしかない
　が・・・」{W}",,
10-00-055F-00,10,0,6ED5D8,055F,0,,"『地を司る精霊ノーム
　精霊の洞窟に居を構える』
と書かれている。{W}",,
10-00-05A5-00,10,0,6ED5D8,05A5,0,クラース,"{N4}
「ノームはもう契約しているな」{W}",,
10-00-05CD-00,10,0,6ED5D8,05CD,0,クラース,"{N4}
「精霊の洞窟はベルアダムの東にある
　洞窟だ」{W}",,
10-00-05CD-01,10,0,6ED5D8,05CD,1,クラース,"{N4}
「行ってみるしかないか・・・」{W}",,
10-00-062B-00,10,0,6ED5D8,062B,0,クラース,"{N4}
「精霊の洞窟という名前は聞いたこと
　がないな」{W}",,
10-00-062B-01,10,0,6ED5D8,062B,1,クラース,"{N4}
「アルヴァニスタで聞いてみたほうが
　いいな」{W}",,
10-00-069B-00,10,0,6ED5D8,069B,0,,"『風を司る精霊シルフ
　嘆きの谷に舞う』
と書かれている。{W}",,
10-00-06D9-00,10,0,6ED5D8,06D9,0,クラース,"{N4}
「シルフはもう契約しているからな」{W}",,
10-00-0705-00,10,0,6ED5D8,0705,0,クラース,"{N4}
「アルヴァニスタ王の許可はもらって
　いる」{W}",,
10-00-0705-01,10,0,6ED5D8,0705,1,クラース,"{N4}
「許可証もある」{W}",,
10-00-0705-02,10,0,6ED5D8,0705,2,見張り,"見張り
「許可証～？」{W}",,
10-00-0705-03,10,0,6ED5D8,0705,3,見張り,"見張り
「どれ、見せてみろ」{W}",,
10-00-0705-04,10,0,6ED5D8,0705,4,見張り,"見張り
「ふむ、確かにアルヴァニスタ国の許
　可証・・・」{W}",,
10-00-0705-05,10,0,6ED5D8,0705,5,見張り,"見張り
「しかし・・・、ずいぶん古い型の許
　可証だなぁ」{W}",,
10-00-0705-06,10,0,6ED5D8,0705,6,見張り,"見張り
「年代ものだぞ、こりゃ」{W}",,
10-00-0705-07,10,0,6ED5D8,0705,7,見張り,"見張り
「まあいい、通っていいぞ」{W}",,
10-00-0847-00,10,0,6ED5D8,0847,0,クラース,"{N4}
「アルヴァニスタ王の許可はもらって
　いる」{W}",,
10-00-0847-01,10,0,6ED5D8,0847,1,クラース,"{N4}
「許可証もある」{W}",,
10-00-0847-02,10,0,6ED5D8,0847,2,見張り,"見張り
「あっ、これは失礼しました」{W}",,
10-00-0847-03,10,0,6ED5D8,0847,3,見張り,"見張り
「どうぞお通り下さい」{W}",,
10-00-08DB-00,10,0,6ED5D8,08DB,0,見張り,"見張り
「帰りたまえ」{W}",,
10-00-08F5-00,10,0,6ED5D8,08F5,0,見張り,"見張り
「君、許可なく入っちゃいかん」{W}",,
10-00-091F-00,10,0,6ED5D8,091F,0,,"{COL:3}どの精霊を召喚しますか？
１．イフリート２．ノーム
３．シルフ　　４．ウンディーネ{COL:2}",,
10-00-097B-00,10,0,6ED5D8,097B,0,,{COL:3}その精霊はすでに召喚されています。{COL:2}{W},,
10-00-09A9-00,10,0,6ED5D8,09A9,0,,"{COL:3}精霊がいます。入れ替えになりますが
よろしいですか？{COL:2}",,
10-00-09E7-00,10,0,6ED5D8,09E7,0,,"{COL:3}その精霊は既に北の方角に召喚してい
ます。{W}",,
10-00-0A19-00,10,0,6ED5D8,0A19,0,,"{COL:3}その精霊は既に東の方角に召喚してい
ます。{W}",,
10-00-0A4B-00,10,0,6ED5D8,0A4B,0,,"{COL:3}その精霊は既に南の方角に召喚してい
ます。{W}",,
10-00-0A7D-00,10,0,6ED5D8,0A7D,0,,"{COL:3}その精霊は既に西の方角に召喚してい
ます。{W}",,
10-00-0AAF-00,10,0,6ED5D8,0AAF,0,,移動してもよろしいですか？{COL:2},,
10-00-0ACF-00,10,0,6ED5D8,0ACF,0,？？？,"？？？
『誰じゃ・・・』{W}",,
10-00-0ACF-01,10,0,6ED5D8,0ACF,1,？？？,"？？？
『わしを呼び出すのは！？』{W}",,
10-00-0B0F-00,10,0,6ED5D8,0B0F,0,クラース,"{N4}
「なっ、何だ？」{W}",,
10-00-0B0F-01,10,0,6ED5D8,0B0F,1,クラース,"{N4}
「誰がしゃべっているんだ！？」{W}",,
10-00-0B4F-00,10,0,6ED5D8,0B4F,0,？？？,"？？？
『石盤の元へ来るのだ！』{W}",,
10-00-0B73-00,10,0,6ED5D8,0B73,0,クレス,"{N1}
「あ、あれは・・・」{W}",,
10-00-0B73-01,10,0,6ED5D8,0B73,1,クレス,"{N1}
「もしかしてマクスウェル！？」{W}",,
10-00-0BB7-00,10,0,6ED5D8,0BB7,0,クラース,"{N4}
「あなたが・・・、マクスウェルです
　か？」{W}",,
10-00-0BB7-01,10,0,6ED5D8,0BB7,1,マクスウェル,"マクスウェル
『いかにも』{W}",,
10-00-0BB7-02,10,0,6ED5D8,0BB7,2,マクスウェル,"マクスウェル
『ぬしらか・・・、わしを呼んだのは
　・・・？』{W}",,
10-00-0BB7-03,10,0,6ED5D8,0BB7,3,クラース,"{N4}
「そうだ」{W}",,
10-00-0BB7-04,10,0,6ED5D8,0BB7,4,マクスウェル,"マクスウェル
『して、何用じゃ？』{W}",,
10-00-0BB7-05,10,0,6ED5D8,0BB7,5,クラース,"{N4}
「ルナと契約するための指輪を探して
　いる」{W}",,
10-00-0BB7-06,10,0,6ED5D8,0BB7,6,クラース,"{N4}
「奥の部屋に続く扉を開けてもらいた
　い」{W}",,
10-00-0BB7-07,10,0,6ED5D8,0BB7,7,マクスウェル,"マクスウェル
『なるほどのぅ』{W}",,
10-00-0BB7-08,10,0,6ED5D8,0BB7,8,マクスウェル,"マクスウェル
『奥は宝物庫じゃ』{W}",,
